filename,description,breed,style,setting,activity,has_text,mood,colors
dog_031.png,"The image captures a majestic husky running through a snowy landscape, with snow flying around its paws as it leaps playfully in the fresh powder. In the background, the stunning mountain peaks are visible under a soft, pastel sky, creating a serene and invigorating winter scene.",husky,photograph,mountain,running,False,playful,cool
dog_032.png,"The image showcases a beautiful Siberian Husky joyfully running through a lush, green forest. The dog has a playful expression, holding a colorful rope toy in its mouth, with bright sunlight filtering through the trees, creating a warm atmosphere. The setting features a carpet of soft moss, scattered twigs, and a variety of trees in the background, adding to the serene nature scene.",siberian_husky,photograph,forest,running,False,playful,vibrant
dog_033.png,"The image features a cheerful husky dog celebrating a birthday party in a park setting. The dog is adorned with a festive party hat and has a playful expression, sitting at a picnic table with a colorful cake on it, featuring candles for the year 2026. Surrounding the table are vibrant balloons and colorful streamers, enhancing the joyful atmosphere.",husky,photograph,park,sitting,True,happy,vibrant
dog_034.png,"The image captures a husky dog joyfully running through the shallow waters of a scenic beach during sunset. The dog is splashing water as it moves, showcasing its playful demeanor against a backdrop of soft sand and gentle waves, with distant hills and a clear blue sky.",husky,photograph,beach,running,False,playful,vibrant
dog_035.png,"In this stunning image, a husky stands proudly on a rock in the calm waters of a lake, surrounded by majestic mountains and lush evergreen trees. The soft colors of the sunrise reflect beautifully on the water, creating a serene atmosphere. The husky's striking gray and white fur contrasts with the green foliage and adds to the overall breathtaking scenery.",husky,photograph,lake,standing,False,calm,vibrant
dog_036.png,"The image depicts a husky dog running energetically through a snowy landscape, surrounded by gently rolling mountains and evergreen trees. The dog has a thick, fluffy coat and an expression of determination and joy as it moves through the snow, kicking up small clouds of powdery flakes. The monochrome pencil sketch style enhances the attention to detail in the dog's fur and the snowy surroundings.",husky,pencil_sketch,snow,running,False,energetic,monochrome
dog_037.png,"The image depicts a beautifully rendered watercolor artwork of a husky dog sitting gracefully amidst a misty forest backdrop. The husky features a striking gray and white coat, with captivating blue eyes that convey a sense of alertness and curiosity. The surrounding environment is filled with soft hues of green and blue, enhancing the serene and tranquil mood of the scene.",husky,watercolor,forest,sitting,False,calm,cool
dog_038.png,"The image features a majestic husky standing atop a snow-covered mountain peak, depicted against a dramatic swirling blue sky. The thick brush strokes create a sense of depth and movement, with the dog looking confidently into the distance. The color palette consists of bold blues and whites, highlighting the icy landscape and the dog's striking fur patterns.",husky,oil_painting,mountain,standing,False,serious,cool
dog_039.png,"The image features a cute blue dog, likely a husky, peacefully sleeping on a cream-colored couch. A thought bubble above the dog shows its imaginations of a bone, a bowl of bones, and a chicken, while the cozy living room has a warm fireplace and snowy scenery visible through the window. The overall atmosphere is warm and inviting, combining elements of comfort and playfulness.",husky,cartoon,living_room,sleeping,False,calm,warm
dog_040.png,"The image captures two Siberian Huskies running joyfully through a snow-covered landscape with majestic mountains in the background. The sunlight glistens off the snow, enhancing the vibrant colors of the dogs' fur, creating a lively and energetic scene.",siberian_husky,photograph,mountain,running,False,energetic,cool
dog_041.png,"The image features a corgi dog happily walking through a vibrant garden pathway lined with colorful flowers. The corgi has a joyful expression, with its tongue out, and is surrounded by lush greenery and a variety of blooming flowers in shades of red, purple, yellow, and blue. The setting conveys a serene and cheerful atmosphere, perfect for a delightful stroll in nature.",corgi,photograph,garden,walking,False,playful,vibrant
dog_042.png,"A playful corgi dog is running along the sandy beach, with the ocean waves gently crashing in the background. The sun is setting, casting a warm glow over the scene and reflecting off the wet sand, creating a cheerful atmosphere. The dog appears joyful with its ears perked up and a bright expression as it dashes towards the camera.",corgi,photograph,beach,running,False,playful,warm
dog_043.png,"The image features a relaxed tricolor corgi sleeping peacefully on a plush cream-colored rug in a cozy living room. In the background, there is a modern coffee table and a television displaying a news broadcast. The natural light coming from the window enhances the warm and inviting atmosphere of the space.",corgi,photograph,living_room,sleeping,True,calm,warm
dog_044.png,"The image features a corgi sitting at a small outdoor café table in a charming cobblestone street setting, surrounded by flowering plants and passersby. The dog has a curious expression and is looking directly at the viewer, with a croissant and a cup of coffee on the table, creating a delightful scene of a pet enjoying a café outing.",corgi,photograph,street,sitting,False,curious,warm
dog_045.png,"The image features a cheerful corgi sitting on a wooden park bench, holding a dog biscuit in its mouth. The setting is an autumn park with colorful leaves scattered on the ground, creating a warm and inviting atmosphere. The soft golden light enhances the overall mood, highlighting the dog's playful and friendly demeanor.",corgi,photograph,park,posing,False,happy,warm
dog_046.png,"The image depicts a playful corgi depicted in a pencil sketch style. The dog is shown walking down a cobblestone street, framed by charming old buildings, creating a lively city atmosphere. The sketch captures the dog's expressive features and wagging tail as it navigates the street with curiosity.",corgi,pencil_sketch,street,walking,False,playful,monochrome
dog_047.png,"The image features a joyful corgi dog, captured in a vibrant watercolor style as it runs through a lush field filled with colorful flowers. The background is a gentle blend of soft greens and pastel floral hues, creating a cheerful and serene atmosphere with butterflies and bees fluttering around.",corgi,watercolor,field,running,False,happy,pastel
dog_048.png,"The image features a cheerful corgi wearing sunglasses, floating on a pink donut-shaped pool float in a vibrant blue ocean. In the background, a stunning sunset casts warm colors across the sky, while palm trees frame the scene, creating a tropical paradise ambiance.",corgi,digital_art,beach,floating,False,playful,vibrant
dog_049.png,"The image features a corgi sitting calmly beneath a tree with vibrant autumn leaves. The dog has a fluffy coat with a combination of orange and white fur, complementing the warm colors of the fall background. The setting hints at a peaceful park scene with a pathway and soft, fallen leaves on the ground.",corgi,watercolor,park,sitting,False,calm,warm
dog_050.png,"A corgi is captured in a bright, modern kitchen, focused on eating from a stainless steel bowl placed on the wooden floor. Sunlight streams in through a window, illuminating the dog and the subtle details of the kitchen space, creating a warm and inviting atmosphere.",corgi,photograph,kitchen,eating,True,happy,warm
dog_051.png,"A dalmatian dog is walking across a grassy field under a clear blue sky. The dog has a glossy coat adorned with distinct black spots, showcasing its characteristic appearance. The setting is bright, with sunlight enhancing the vibrant greens of the grass and the blue of the sky, creating a cheerful atmosphere.",dalmatian,photograph,field,walking,False,energetic,vibrant
dog_052.png,"The image features a striking dalmatian standing elegantly on a cobblestone street, surrounded by classic brownstone buildings. The warm sunlight casts a golden hue, creating a serene and inviting atmosphere that highlights the dog's unique coat pattern. The backdrop includes greenery and hints of urban life, contributing to the overall charm of the scene.",dalmatian,photograph,street,standing,False,calm,warm
dog_053.png,"A dalmatian sits proudly on a blue cushion, wearing a graduation cap with a tassel. The background features a vibrant blue banner with the words 'CLASS OF 2026' in gold, framed by a decorative gold laurel design. The setting is well-lit, suggesting a celebratory atmosphere, typical for graduation photos.",dalmatian,photograph,studio,sitting,True,playful,vibrant
dog_054.png,"The image depicts a playful dalmatian dog running across a lush green lawn, joyfully carrying a bright red toy in its mouth. The background showcases well-trimmed hedges and various colorful toys scattered around, highlighting a vibrant outdoor setting. The sunlight filters through the trees, creating a lively and cheerful atmosphere.",dalmatian,photograph,garden,running,False,playful,vibrant
dog_055.png,"The image depicts a dalmatian running joyfully along a winding dirt path through a lush green forest. Sunlight filters through the dense trees, casting dappled light on the forest floor, while ferns and greenery frame the pathway, enhancing the vibrant natural setting.",dalmatian,photograph,forest,running,False,playful,vibrant
dog_056.png,"A detailed pencil sketch of a dalmatian dog curled up and sleeping on a sofa. The setting features a cozy living room with decorative pillows and a stone fireplace in the background. There is also a small plant near a bookshelf, enhancing the homey atmosphere.",dalmatian,pencil_sketch,living_room,sleeping,False,calm,monochrome
dog_057.png,"The image depicts a playful dalmatian walking along a sandy beach during sunset. The dog has a distinct coat of black spots on a white background and is captured in motion, with waves lapping at the shore behind it. The vibrant hues of the sunset create a warm and inviting atmosphere that complements the scene.",dalmatian,watercolor,beach,walking,False,playful,warm
dog_058.png,"The image features a dalmatian dog sitting gracefully in a lush green park surrounded by trees. Sunlight filters through the leaves, creating a warm atmosphere, while people stroll leisurely in the background. The painting is characterized by its vibrant colors and expressive brushwork, capturing the dog's attentive yet calm demeanor.",dalmatian,oil_painting,park,sitting,True,calm,vibrant
dog_059.png,"The image features a playful dalmatian running joyfully down a city street, with a fire truck in the background. The scene is set during sunset, casting a warm glow over the buildings and street. The dalmatian appears energetic and happy, showcasing its characteristic black spots on a white coat.",dalmatian,cartoon,city,running,True,playful,warm
dog_060.png,"The image features a stone sculpture of a dog, reminiscent of a labrador, sitting elegantly on a pedestal in a park. Surrounding the sculpture are pigeons, some perched on top of the dog's head and others walking around its base, while vibrant flowers bloom in the foreground. The background displays trees and park-goers, creating a lively atmosphere.",unknown,photograph,park,posing,False,calm,vibrant
dog_061.png,"The image features a bulldog peacefully sleeping on a soft, round dog bed in a cozy living room setting. A warm fireplace is visible in the background, adding to the comforting atmosphere, while a stylish armchair and coffee table with a cup and books complete the homely scene.",bulldog,photograph,living_room,sleeping,False,calm,warm
dog_062.png,"The image showcases a bulldog seated prominently in a lush green park, surrounded by wildflowers. The soft sunlight creates a warm atmosphere as the dog gazes intently at the viewer, with a slightly playful expression. The background features blurred figures of park-goers, emphasizing the peaceful outdoor setting.",bulldog,photograph,park,sitting,False,playful,warm
dog_063.png,"The image depicts a bulldog sitting on a chair at an outdoor cafe, looking attentively at the camera with its tongue out. The setting features a quaint street lined with plants, other diners at tables, and a chalkboard displaying special offers for the day. The overall atmosphere is warm and inviting, suggesting a relaxed and social environment.",bulldog,photograph,cafe,sitting,True,calm,warm
dog_064.png,"The image features a bulldog standing on a cobblestone street in an urban setting, with red brick buildings in the background. The dog is on a leash, looking directly at the camera with a serious expression, while a few pedestrians and pigeons can be seen in the distance.",bulldog,photograph,street,standing,False,serious,warm
dog_065.png,"A playful bulldog stands in a lush green garden, holding a thick rope toy in its mouth. The background features a vibrant flower garden with roses and hydrangeas, creating a cheerful and lively setting. Sunlight enhances the playful atmosphere, with a fountain partially visible nearby.",bulldog,photograph,garden,playing,False,playful,vibrant
dog_066.png,"The image depicts a detailed pencil sketch of a bulldog with its distinctive wrinkled face and muscular build. The focus is on its expressive eyes and the texture of its fur, showcasing the unique characteristics of the breed. The background is plain, emphasizing the dog's face and features.",bulldog,pencil_sketch,other,posing,False,serious,monochrome
dog_067.png,"The image depicts a bulldog sitting proudly in a park setting during autumn. The dog has a distinctive wrinkled face and a muscular build, surrounded by falling leaves and colorful trees with orange foliage. A pathway can be seen in the background leading to a bench, enhancing the serene atmosphere of the scene.",bulldog,watercolor,park,sitting,False,serious,warm
dog_068.png,"In a cozy living room setting, a bulldog is peacefully lying on a richly patterned rug in front of a crackling fireplace. The warm glow from the fire illuminates the room, which is adorned with elegant furnishings, including a plush armchair and a decorative mantle with various trinkets. The atmosphere is serene, conveying a sense of comfort and relaxation.",bulldog,oil_painting,living_room,lying_down,False,calm,warm
dog_069.png,"The image features a cartoon-style bulldog sitting on a chair in a brightly colored kitchen, with a big bone in its paws. The dog has an expressive face, showcasing happiness with its tongue out and a playful demeanor as it enjoys its bone, which has liquid dripping from it. The kitchen setting includes a yellow fridge, red cabinets, and a window with greenery visible outside, adding to the cheerful ambiance.",bulldog,cartoon,kitchen,eating,True,playful,vibrant
dog_070.png,"The image depicts a relaxed bulldog sleeping on a plush, cream-colored rug in a cozy living room that's beautifully decorated for Christmas. In the background, a decorated Christmas tree adorned with shiny red and gold ornaments stands next to a fireplace with flames flickering gently. A banner reading 'MERRY CHRISTMAS 2026' is hung above the mantel, alongside several red stockings.",bulldog,photograph,living_room,sleeping,True,calm,warm
dog_071.png,"The image features a shiba inu standing confidently on a stone path in a tranquil Japanese garden. The background includes a serene pond with lily pads and a stone lantern, complemented by a beautifully shaped tree with vibrant red leaves, suggesting it is autumn. The setting is peaceful, emphasizing the natural beauty of the surroundings alongside the dog's charming presence.",shiba_inu,photograph,japanese_garden,standing,False,calm,vibrant
dog_072.png,"The image depicts a shiba inu joyfully running in a lush green park, holding a bright red ball in its mouth. Cherry blossom trees are in full bloom in the background, with delicate petals floating through the air, adding a dreamy atmosphere to the scene. The dog appears energetic and playful, perfectly encapsulating the joy of a sunny day in spring.",shiba_inu,photograph,park,running,False,playful,vibrant
dog_073.png,"A shiba inu dog is sitting on a city sidewalk, looking directly at the camera with a calm expression. The background features a bustling street with pedestrians and shops, while a newspaper with visible text lies on the ground beside the dog. The warm hues of sunset create a gentle light that enhances the peaceful atmosphere.",shiba_inu,photograph,street,sitting,True,calm,warm
dog_074.png,"The image captures a shiba inu running joyfully down a forest path adorned with vibrant autumn leaves. The setting is a picturesque forest with golden and red foliage, creating a beautiful backdrop as the dog kicks up leaves in its playful sprint. Sunlight filters through the trees, casting a warm glow on the scene, enhancing the overall lively atmosphere.",shiba_inu,photograph,forest,running,False,playful,warm
dog_075.png,"The image features a shiba inu dog standing in a snowy landscape, with pristine white snow covering the ground and frosted trees in the background. Majestic mountains rise in the distance under a clear blue sky, emphasizing the cold and serene environment. The dog appears alert and is adorned with a light dusting of snow on its face, adding a playful touch to the scene.",shiba_inu,photograph,mountain,standing,False,alert,cool
dog_076.png,"The image features a shiba inu sitting gracefully amidst a garden filled with various flowers, including roses and lilies, with a wooden fence in the background. The drawing is done in pencil sketch style, showcasing the dog’s distinct features and expressive smile, capturing a serene and charming atmosphere. The intricate details of the flowers complement the subject, enhancing the overall aesthetic of the scene.",shiba_inu,pencil_sketch,garden,sitting,False,calm,monochrome
dog_077.png,"The image depicts a shiba inu swimming in a tranquil lake during sunset. The dog has a relaxed expression and is creating ripples in the water, which reflects the warm hues of the setting sun and the colorful foliage surrounding the lake. The overall scene is painted in a soft watercolor style, enhancing the serene atmosphere.",shiba_inu,watercolor,lake,swimming,False,calm,warm
dog_078.png,"The image depicts a cheerful, cartoon-style shiba inu sitting in a cozy cafe, enjoying a cup of coffee. The dog has a bright smile and looks content, with its ears perked up, while surrounded by various plants and soft, pastel-colored furniture. The setting includes a window with a view of the outside and decorative elements such as framed pictures on the wall.",shiba_inu,cartoon,cafe,sitting,True,happy,pastel
dog_079.png,"The image depicts a vibrant, impressionistic painting of a shiba inu running through an autumn forest path. The background features a kaleidoscope of warm autumn colors, with leaves on the ground and branches overhead, creating a cozy, inviting atmosphere.",shiba_inu,oil_painting,forest,running,False,playful,warm
dog_080.png,"The image features a shiba inu sitting calmly next to a shiny gold trophy. The dog has a soft coat with a light cream and orange coloration, and it is positioned on a smooth wooden floor with a neutral gray backdrop. The overall composition emphasizes the dog’s proud demeanor alongside the award, giving it a sense of achievement and recognition.",shiba_inu,photograph,studio,sitting,True,serious,warm
dog_081.png,"A beagle joyfully running down a sunlit forest path, surrounded by tall trees and fallen leaves. The warm sunlight filters through the branches, creating a serene ambiance with rays of light illuminating the dog. The beagle’s ears are flapping as it moves, showcasing a playful spirit amidst nature.",beagle,photograph,forest,running,False,playful,warm
dog_082.png,"A lively scene in a park where a beagle dog is running and playing with a red ball. Two children, a boy and a girl, are sprinting after the beagle, showing expressions of joy. In the background, two adults are sitting on a blanket with a picnic basket, enjoying the sunny day surrounded by green grass and trees.",beagle,photograph,park,running,False,playful,vibrant
dog_083.png,"A beagle is in a modern kitchen, intently eating from a stainless steel bowl placed on a decorative mat. The kitchen features sleek, white cabinetry, a large stainless steel refrigerator, and plenty of natural light coming through the windows, highlighting the warm wooden floor.",beagle,photograph,kitchen,eating,True,calm,warm
dog_084.png,"A playful beagle is joyfully running along a sandy beach, with the ocean waves gently crashing in the background. The sun is shining brightly, casting vibrant colors over the scene and creating a cheerful atmosphere. The dog appears energetic and happy, with its ears flapping in the breeze as it plays in the sand.",beagle,photograph,beach,running,False,playful,vibrant
dog_085.png,"The image showcases a beagle sitting gracefully among blooming roses in a lush garden. The dog gazes upward, exuding a calm and serene expression, perfectly complemented by the soft evening light filtering through the flowers. The vibrant colors of the roses contrast beautifully with the beagle's rich brown and black fur, creating a serene and picturesque scene.",beagle,photograph,garden,sitting,False,calm,vibrant
dog_086.png,"The image portrays a beagle sitting attentively in a misty forest setting. The dog's detailed features, such as its prominent ears and soulful eyes, are captured in a realistic pencil sketch style. Surrounding the dog are delicate pencil-drawn trees and fallen leaves, enhancing the serene and slightly mysterious atmosphere.",beagle,pencil_sketch,forest,sitting,False,calm,monochrome
dog_087.png,"The image features a cheerful beagle dog running energetically through a sunlit park, surrounded by soft hues of autumn foliage in the background. The dog's ears are flapping as it moves, reflecting a joyful mood captured in a watercolor style that enhances the warm, inviting atmosphere of the scene.",beagle,watercolor,park,running,False,happy,warm
dog_088.png,"A cozy indoor scene featuring a beagle sleeping peacefully in a soft dog bed, covered with a decorative blanket. The room is warmly lit by sunlight pouring in through a window, illuminating a comfortable yellow armchair and a nearby table with a steaming mug, adding to the inviting atmosphere.",beagle,cartoon,living_room,sleeping,True,calm,warm
dog_089.png,"A cheerful beagle is running across a sunny desert landscape adorned with cacti and sparse vegetation. The background features distant mountains under a bright blue sky, creating a vibrant and lively atmosphere in the artwork.",beagle,watercolor,desert,running,False,playful,warm
dog_090.png,"A playful beagle puppy is lying on a lush green lawn, surrounded by dandelions. The puppy appears curious and relaxed, with its paw playfully tugging on a blade of grass while it looks up at the camera. The background features people enjoying the park, adding a lively yet serene atmosphere to the scene.",beagle,photograph,park,lying_down,False,curious,vibrant
dog_091.png,"The image features a poodle standing elegantly against a simple, neutral backdrop. Its coat is meticulously groomed with fluffy pom-poms on its paws and a stylish topknot, highlighting the breed's characteristic features. The lighting is soft, accentuating the dog's striking features and the texture of its coat.",poodle,photograph,studio,posing,False,serious,neutral
dog_092.png,"A white poodle is playfully jumping in a lush green park, holding a bright red ball in its mouth. The dog appears energetic and joyful, with its ears flopping in the air as it leaps across the grass under soft sunlight.",poodle,photograph,park,jumping,False,playful,vibrant
dog_093.png,"In the image, a light-colored dog with curly fur sits calmly on a sidewalk in an urban setting. The backdrop features a bright advertisement announcing a 'SUMMER SALE 2026,' showcasing bold colors and shapes. The environment is bustling, with people walking and cars passing in the background, creating a lively city atmosphere.",poodle,photograph,street,sitting,True,calm,vibrant
dog_094.png,"The image features a joyful poodle trotting through a vibrant flower garden, surrounded by colorful blossoms such as roses and hydrangeas. The background showcases ornate gates leading to a lush landscape, with bright petals scattered along the stone pathway, enhancing the cheerful atmosphere.",poodle,photograph,garden,running,False,playful,vibrant
dog_095.png,"The image features a fluffy, cream-colored poodle seated gracefully on a chair at an outdoor cafe. The background showcases a charming Parisian street with patrons enjoying their time, adding a lively atmosphere. The dog is adorned with a pearl necklace, enhancing its elegance amidst the vibrant flowers and cafe setting.",poodle,photograph,cafe,sitting,False,calm,warm
dog_096.png,"The image features a poodle standing elegantly on a beach with gentle waves in the background. The dog is displayed in a detailed pencil sketch style, showcasing its fluffy coat and poised posture. The serene seaside setting includes cliffs and a cloudy sky, enhancing the tranquil atmosphere of the scene.",poodle,pencil_sketch,beach,standing,True,calm,monochrome
dog_097.png,"The image features a playful poodle depicted in a vibrant watercolor style, leaping joyfully amidst a floral setting. Surrounding the dog are lush green leaves and beautiful purple roses, with delicate wisteria blooms hanging in the background, creating a lively and cheerful atmosphere. The poodle's fur is fluffy and white, capturing the essence of its breed with a gentle, friendly expression, and there is a small bee hovering nearby.",poodle,watercolor,garden,jumping,False,playful,pastel
dog_098.png,"The image features a regal-looking poodle seated elegantly in front of a dark background, draped in a luxurious blue and gold robe. The dog is adorned with a sparkling collar studded with red jewels, exuding a noble presence. Behind the dog, a classical statue subtly hints at a historical setting, enhancing the royal theme of the portrait.",poodle,oil_painting,studio,posing,False,serious,warm
